ID,text,created_at,retweets (rt),favorites (fav),sum (rt+fav),norm rt,norm fav,score (norm sum),media,mention,hashtag,length,class4 (split 4),class2 (split 2),pred score,pred norm rt,pred norm fav,,pred sum1 (denormalised pred score),pred class4,correct class?,,,pred class2,correct class?,,pred rt,pred fav,pred sum2 (pred rt + pred fav),pred class4,correct class?,,pred class2,correct class?,,sum err sq,rt err sq,fav err sq,,,mse sum,mse rt,mse fav,,,
74,happy 241st birthday to the u.s. marine corps! thank you for your service!!,10/11/2016 19:31,45576,169729,215305,0.270055995,0.433710438,0.436194688,1,0,0,75,VP,P,5.05E-02,5.47E-02,4.16E-02,,25548.07557,LP,0,,,U,0,,9478.1688,16636.9296,26115.0984,LP,0,,U,0,,1.49E-01,4.64E-02,1.54E-01,,,,,,,,
75,how low has president obama gone to tapp my phones during the very sacred election process. this is nixon/watergate. bad (or sick) guy!,04/03/2017 12:02,52836,162336,215172,0.313074393,0.414774954,0.435924378,0,0,0,135,VP,P,1.63E-01,1.14E-01,1.86E-01,,80664.24786,P,0,,,P,1,,19470.456,73015.166,92485.622,P,0,,P,1,,7.45E-02,3.96E-02,5.23E-02,,,,,,,,
76,the fake news media (failing @nytimes @nbcnews @abc @cbs @cnn) is not my enemy it is the enemy of the american people!,17/02/2017 21:48,52654,162368,215022,0.311995971,0.414856915,0.435619518,0,1,0,118,VP,P,5.24E-02,3.08E-02,4.68E-02,,26489.73566,LP,0,,,U,0,,5450.9232,18667.1708,24118.094,U,0,,U,0,,1.47E-01,7.91E-02,1.35E-01,,,,,,,,
77,sports fans should never condone players that do not stand proud for their national anthem or their country. nfl should change policy!,24/09/2017 22:25,40390,174275,214665,0.239326875,0.445353981,0.434893949,0,0,0,134,VP,P,7.64E-02,4.24E-02,7.88E-02,,38263.87687,LP,0,,,U,0,,7405.5696,31160.9628,38566.5324,LP,0,,U,0,,1.29E-01,3.88E-02,1.34E-01,,,,,,,,
78,professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to make america great again!,03/02/2017 11:48,42421,172191,214612,0.25136136,0.44001629,0.434786232,0,0,0,136,VP,P,1.13E-01,6.37E-02,1.16E-01,,56201.84904,P,0,,,P,1,,10994.7048,45684.996,56679.7008,P,0,,P,1,,1.04E-01,3.52E-02,1.05E-01,,,,,,,,
79,make america great again!,02/06/2017 01:00,48844,165602,214446,0.2894202,0.423140068,0.434448853,0,0,0,25,VP,P,1.72E-01,8.10E-02,1.78E-01,,85487.61159,P,0,,,P,1,,13909.824,69891.718,83801.542,P,0,,P,1,,6.89E-02,4.34E-02,6.01E-02,,,,,,,,
80,when a country is no longer able to say who can and who cannot come in out especially for reasons of safety - big trouble!,04/02/2017 12:59,38069,175399,213468,0.225574023,0.44823285,0.432461161,0,0,0,122,VP,P,1.01E-01,7.25E-02,1.00E-01,,50466.78474,P,0,,,P,1,,12477.54,39438.1,51915.64,P,0,,P,1,,1.10E-01,2.34E-02,1.21E-01,,,,,,,,
81,since november 8th election day the stock market has posted $3.2 trillion in gains and consumer confidence is at a 15 year high. jobs!,02/03/2017 11:00,37270,175684,212954,0.220839629,0.448962813,0.431416505,0,0,0,134,VP,P,1.16E-01,7.18E-02,1.17E-01,,57820.85459,P,0,,,P,1,,12359.5872,46075.427,58435.0142,P,0,,P,1,,9.95E-02,2.22E-02,1.10E-01,,,,,,,,
82,...senators should focus their energies on isis illegal immigration and border security instead of always looking to start world war iii.,29/01/2017 21:49,42371,170039,212410,0.251065091,0.434504432,0.430310877,0,0,0,137,VP,P,1.46E-01,6.63E-02,1.46E-01,,72632.85273,P,0,,,P,1,,11432.8152,57397.926,68830.7412,P,0,,P,1,,8.08E-02,3.41E-02,8.32E-02,,,,,,,,
83,busy day planned in new york. will soon be making some very important decisions on the people who will be running our government!,11/11/2016 13:33,33324,178189,211513,0.197458004,0.455378799,0.42848781,0,0,0,129,VP,P,1.45E-01,1.27E-01,1.34E-01,,71919.61634,P,0,,,P,1,,21661.008,52712.754,74373.762,P,0,,P,1,,8.04E-02,4.96E-03,1.03E-01,,,,,,,,
84,the american dream is back. we?re going to create an environment for small business like we haven?t had in many ma?,30/01/2017 21:07,34595,176861,211456,0.204989186,0.45197743,0.428371963,1,0,0,115,VP,P,9.52E-02,5.94E-02,8.16E-02,,47507.82886,P,0,,,P,1,,10270.1376,32254.1696,42524.3072,LP,0,,U,0,,1.11E-01,2.12E-02,1.37E-01,,,,,,,,
85,thank you!,01/03/2017 13:38,27371,183969,211340,0.162184102,0.470182952,0.428136204,0,0,0,10,VP,P,5.08E-02,3.14E-02,3.48E-02,,25657.26606,LP,0,,,U,0,,5552.0256,13981.9988,19534.0244,U,0,,U,0,,1.42E-01,1.71E-02,1.90E-01,,,,,,,,
86,we will bring back our jobs. we will bring back our borders. we will bring back our wealth - and we will bring back our dreams!,20/01/2017 17:54,37458,173821,211279,0.221953604,0.444191163,0.428012227,0,0,0,127,VP,P,1.50E-01,9.64E-02,1.48E-01,,74283.00371,P,0,,,P,1,,16504.7856,58178.788,74683.5736,P,0,,P,1,,7.73E-02,1.58E-02,8.77E-02,,,,,,,,
87,make america great again!,24/06/2017 21:23,46890,162744,209634,0.27784197,0.415819953,0.424668921,0,0,0,25,VP,P,1.54E-01,1.13E-01,1.52E-01,,76598.06727,P,0,,,P,1,,19301.952,59740.512,79042.464,P,0,,P,1,,7.33E-02,2.72E-02,6.96E-02,,,,,,,,
88,so proud of nascar and its supporters and fans. they won't put up with disrespecting our country or our flag - they said it loud and clear!,25/09/2017 11:25,36250,173313,209563,0.214795722,0.442890037,0.424524621,0,0,0,139,VP,P,1.34E-01,8.66E-02,1.36E-01,,66601.2689,P,0,,,P,1,,14853.4464,53493.616,68347.0624,P,0,,P,1,,8.44E-02,1.64E-02,9.42E-02,,,,,,,,
89,crooked h destroyed phones w/ hammer 'bleached' emails had husband meet w/ag days before she was cleared- they talk about obstruction?,15/06/2017 19:56,54056,154284,208340,0.32030338,0.394151591,0.42203899,0,0,0,134,VP,P,1.76E-01,4.94E-02,1.96E-01,,87039.64125,P,0,,,P,1,,8585.0976,76919.476,85504.5736,P,0,,P,1,,6.05E-02,7.34E-02,3.93E-02,,,,,,,,
90,there is nothing nice about searching for terrorists before they can enter our country. this was a big part of my campaign. study the world!,30/01/2017 12:27,34992,173239,208231,0.20734157,0.442700503,0.421817458,0,0,0,140,VP,P,1.83E-01,9.89E-02,1.95E-01,,90907.6436,P,0,,,P,1,,16926.0456,76529.045,93455.0906,P,0,,P,1,,5.70E-02,1.18E-02,6.14E-02,,,,,,,,
91,"if the ban were announced with a one week notice the ""bad"" would rush into our country during that week. a lot of bad ""dudes"" out there!",30/01/2017 13:31,35502,171722,207224,0.210363523,0.438815053,0.419770826,0,0,0,136,VP,P,1.07E-01,5.15E-02,1.13E-01,,53214.54113,P,0,,,P,1,,8938.956,44513.703,53452.659,P,0,,P,1,,9.78E-02,2.52E-02,1.06E-01,,,,,,,,
92,a new radical islamic terrorist has just attacked in louvre museum in paris. tourists were locked down. france on edge again. get smart u.s.,03/02/2017 12:51,41566,163923,205489,0.246295144,0.418839693,0.416244604,0,0,0,140,VP,P,1.45E-01,6.21E-02,1.52E-01,,71812.4036,P,0,,,P,1,,10725.0984,59740.512,70465.6104,P,0,,P,1,,7.36E-02,3.39E-02,7.12E-02,,,,,,,,
93,happy #cincodemayo! the best taco bowls are made in trump tower grill. i love hispanics!,05/05/2016 18:57,85465,119759,205224,0.506414245,0.305723675,0.415706017,1,0,1,88,VP,P,2.85E-02,5.08E-02,2.46E-02,,14692.41591,U,0,,,U,0,,8821.0032,9999.6026,18820.6058,U,0,,U,0,,1.50E-01,2.08E-01,7.90E-02,,,,,,,,
94,we should start an immediate investigation into @senschumer and his ties to russia and putin. a total hypocrite!,03/03/2017 17:54,54593,150081,204674,0.32348532,0.383386565,0.414588194,1,1,0,112,VP,P,1.03E-01,6.46E-02,9.61E-02,,51584.60755,P,0,,,P,1,,11146.3584,37915.4191,49061.7775,P,0,,P,1,,9.71E-02,6.70E-02,8.25E-02,,,,,,,,
95,busy week planned with a heavy focus on jobs and national security. top executives coming in at 9:00 a.m. to talk manufacturing in america.,23/01/2017 11:38,26750,177839,204589,0.158504429,0.454482354,0.41441544,0,0,0,139,VP,P,1.35E-01,8.25E-02,1.36E-01,,67208.51696,P,0,,,P,1,,14162.58,53493.616,67656.196,P,0,,P,1,,7.81E-02,5.78E-03,1.01E-01,,,,,,,,
96,...our great american flag (or country) and should stand for the national anthem. if not you're fired. find something else to do!,23/09/2017 18:18,42328,161691,204019,0.250810298,0.413122933,0.413256969,0,0,0,129,VP,P,1.19E-01,6.48E-02,1.22E-01,,59089.26134,P,0,,,P,1,,11180.0592,48027.582,59207.6412,P,0,,P,1,,8.66E-02,3.46E-02,8.48E-02,,,,,,,,
97,thank you for the great rallies all across the country. tremendous support. make america great again!,05/03/2017 17:30,30764,172217,202981,0.182288982,0.440082883,0.411147333,0,0,0,101,VP,P,5.63E-02,3.06E-02,5.06E-02,,28405.66214,LP,0,,,U,0,,5417.2224,20150.8086,25568.031,LP,0,,U,0,,1.26E-01,2.30E-02,1.52E-01,,,,,,,,
98,today we remember the crew of the space shuttle challenger 31 years later. #neverforget,28/01/2017 15:42,32623,170093,202716,0.193304299,0.434642741,0.410608746,1,0,1,87,VP,P,4.95E-02,3.20E-02,4.68E-02,,25058.78316,LP,0,,,U,0,,5653.128,18667.1708,24320.2988,U,0,,U,0,,1.30E-01,2.60E-02,1.50E-01,,,,,,,,
99,great to be in riyadh saudi arabia. looking forward to the afternoon and evening ahead. #potusabroad,20/05/2017 09:44,97922,104413,202335,0.580226943,0.266418394,0.4098344,1,0,1,100,VP,P,7.98E-02,5.24E-02,7.61E-02,,39947.91905,LP,0,,,U,0,,9090.6096,30106.7991,39197.4087,LP,0,,U,0,,1.09E-01,2.79E-01,3.62E-02,,,,,,,,
100,a fantastic day and evening in washington d.c.thank you to @foxnews and so many other news outlets for the great reviews of the speech!,21/01/2017 11:53,23337,177579,200916,0.138281042,0.453816423,0.406950417,0,1,0,135,VP,P,2.81E-02,2.35E-02,2.86E-02,,14529.14981,U,0,,,U,0,,4220.844,11561.3266,15782.1706,U,0,,U,0,,1.44E-01,1.32E-02,1.81E-01,,,,,,,,
101,i am being investigated for firing the fbi director by the man who told me to fire the fbi director! witch hunt,16/06/2017 13:07,47625,153281,200906,0.282197138,0.391582636,0.406930093,0,0,0,111,VP,P,9.76E-02,5.53E-02,9.65E-02,,48718.967,P,0,,,P,1,,9579.2712,38071.5915,47650.8627,P,0,,P,1,,9.57E-02,5.15E-02,8.71E-02,,,,,,,,
102,"a big salute to jerry jones owner of the dallas cowboys who will bench players who disrespect our flag.""stand for anthem or sit for game!""",10/10/2017 01:51,34557,166116,200673,0.204764021,0.424456562,0.406456543,0,0,0,138,VP,P,1.08E-01,6.15E-02,1.10E-01,,53628.3766,P,0,,,P,1,,10623.996,43342.41,53966.406,P,0,,P,1,,8.91E-02,2.05E-02,9.89E-02,,,,,,,,
103,north korea has just launched another missile. does this guy have anything better to do with his life? hard to believe that south korea.....,04/07/2017 02:19,51684,148904,200588,0.306248333,0.380371948,0.406283789,0,0,0,140,VP,P,1.57E-01,8.14E-02,1.60E-01,,77810.29052,P,0,,,P,1,,13977.2256,62863.96,76841.1856,P,0,,P,1,,6.21E-02,5.06E-02,4.86E-02,,,,,,,,
104,heading to joint base andrews on #marineone with prime minister shinzo earlier today.,10/02/2017 23:24,40351,160212,200563,0.239095784,0.409334812,0.406232979,1,0,1,85,VP,P,8.20E-02,9.95E-03,1.03E-01,,41050.12148,LP,0,,,U,0,,1937.6148,40609.393,42547.0078,LP,0,,U,0,,1.05E-01,5.25E-02,9.38E-02,,,,,,,,
105,thank you for joining us at the lincoln memorial tonight- a very special evening! together we are going to make am?,20/01/2017 00:40,34204,165943,200147,0.202672355,0.424013462,0.405387498,1,0,0,115,VP,P,8.00E-02,4.31E-02,8.79E-02,,40031.80571,LP,0,,,U,0,,7523.5224,34713.8849,42237.4073,LP,0,,U,0,,1.06E-01,2.55E-02,1.13E-01,,,,,,,,
106,we will follow two simple rules: buy american hire american!#inaugurationday #maga????,20/01/2017 17:55,38092,161358,199450,0.225710307,0.41227003,0.403970912,0,0,1,86,VP,P,4.78E-02,3.83E-02,3.98E-02,,24208.49181,U,0,,,U,0,,6714.7032,15934.1538,22648.857,U,0,,U,0,,1.27E-01,3.51E-02,1.39E-01,,,,,,,,
107,celebrate martin luther king day and all of the many wonderful things that he stood for. honor him for being the great man that he was!,16/01/2017 13:54,37896,161320,199216,0.224548929,0.412172701,0.40349533,0,0,0,135,VP,P,1.41E-01,6.84E-02,1.37E-01,,69856.17977,P,0,,,P,1,,11786.6736,53884.047,65670.7206,P,0,,P,1,,6.89E-02,2.44E-02,7.57E-02,,,,,,,,
108,the american people. i have no doubt that we will together make america great again!,19/01/2017 13:02,38818,159832,198650,0.230012147,0.408361529,0.402344988,0,0,0,84,VP,P,1.12E-01,7.86E-02,1.17E-01,,55905.38084,P,0,,,P,1,,13505.4144,46075.427,59580.8414,P,0,,P,1,,8.43E-02,2.29E-02,8.49E-02,,,,,,,,
109,any negative polls are fake news just like the cnn abc nbc polls in the election. sorry people want border security and extreme vetting.,06/02/2017 12:01,36259,161819,198078,0.21484905,0.413450776,0.401182453,0,0,0,136,VP,P,6.23E-02,3.36E-02,7.19E-02,,31336.12853,LP,0,,,U,0,,5922.7344,28466.9889,34389.7233,LP,0,,U,0,,1.15E-01,3.29E-02,1.17E-01,,,,,,,,
110,roger goodell of nfl just put out a statement trying to justify the total disrespect certain players show to our country.tell them to stand!,23/09/2017 22:25,40988,156381,197369,0.242870263,0.399522579,0.399741478,0,0,0,140,VP,P,1.21E-01,9.64E-02,1.17E-01,,59997.5453,P,0,,,P,1,,16504.7856,46075.427,62580.2126,P,0,,P,1,,7.77E-02,2.15E-02,7.98E-02,,,,,,,,
111,please to inform that the champion pittsburgh penguins of the nhl will be joining me at the white house for ceremony. great team!,24/09/2017 18:24,33790,162345,196135,0.20021924,0.414798005,0.397233491,0,0,0,129,VP,P,1.97E-01,1.25E-01,1.95E-01,,97824.52623,VP,1,,,P,1,,21324,76529.045,97853.045,VP,1,,P,1,,4.01E-02,5.66E-03,4.83E-02,,,,,,,,
112,where was all the outrage from democrats and the opposition party (the media) when our jobs were fleeing our country?,30/01/2017 14:23,32607,163273,195880,0.193209492,0.417174866,0.396715228,0,0,0,117,VP,P,1.57E-01,7.44E-02,1.60E-01,,77784.51195,P,0,,,P,1,,12797.6976,62863.96,75661.6576,P,0,,P,1,,5.75E-02,1.41E-02,6.61E-02,,,,,,,,
113,congratulations to our new attorney general @senatorsessions!,09/02/2017 01:05,32534,163235,195769,0.192776938,0.417077537,0.396489631,1,1,0,61,VP,P,2.92E-02,1.98E-02,3.24E-02,,15070.4246,U,0,,,U,0,,3597.3792,13044.9644,16642.3436,U,0,,U,0,,1.35E-01,2.99E-02,1.48E-01,,,,,,,,
114,wow so many fake news stories today. no matter what i do or say they will not write or speak truth. the fake news media is out of control!,04/10/2017 11:29,38432,157255,195687,0.227724943,0.401761131,0.396322973,0,0,0,138,VP,P,7.34E-02,3.92E-02,6.59E-02,,36800.93211,LP,0,,,U,0,,6866.3568,26124.4029,32990.7597,LP,0,,U,0,,1.04E-01,3.55E-02,1.13E-01,,,,,,,,
115,congratulations to @foxnews for being number one in inauguration ratings. they were many times higher than fake news @cnn - public is smart!,25/01/2017 02:16,32107,162721,194828,0.190246793,0.415761044,0.394577138,0,1,0,140,VP,P,5.29E-02,3.48E-02,4.64E-02,,26725.03108,LP,0,,,U,0,,6124.9392,18510.9984,24635.9376,U,0,,U,0,,1.17E-01,2.42E-02,1.36E-01,,,,,,,,
116,#merrychristmas,25/12/2016 12:46,42571,151610,194181,0.25225017,0.38730275,0.393262172,1,0,1,15,VP,P,3.82E-03,3.26E-03,2.33E-03,,2563.281875,U,0,,,U,0,,810.32304,1304.70423,2115.02727,U,0,,U,0,,1.52E-01,6.20E-02,1.48E-01,,,,,,,,
117,"terrible! just found out that obama had my ""wires tapped"" in trump tower just before the victory. nothing found. this is mccarthyism!",04/03/2017 11:35,50573,143525,194098,0.299665215,0.366594866,0.393093482,0,0,0,133,VP,P,1.26E-01,9.53E-02,1.22E-01,,62576.42493,P,0,,,P,1,,16319.4312,48027.582,64347.0132,P,0,,P,1,,7.13E-02,4.18E-02,5.98E-02,,,,,,,,
118,the theater must always be a safe and special place.the cast of hamilton was very rude last night to a very good man mike pence. apologize!,19/11/2016 13:56,43759,150281,194040,0.259289545,0.38389882,0.392975603,0,0,0,139,VP,P,1.94E-01,1.06E-01,2.10E-01,,95926.44348,VP,1,,,P,1,,18122.424,82385.51,100507.934,VP,1,,P,1,,3.96E-02,2.35E-02,3.02E-02,,,,,,,,
119,gas prices are the lowest in the u.s. in over ten years! i would like to see them go even lower.,04/07/2017 19:55,31544,162421,193965,0.186910793,0.414992662,0.392823173,0,0,0,96,VP,P,2.00E-01,1.26E-01,2.02E-01,,99048.87626,VP,1,,,P,1,,21492.504,79262.062,100754.566,VP,1,,P,1,,3.72E-02,3.71E-03,4.54E-02,,,,,,,,
120,stock market hits an all-time high! unemployment lowest in 16 years! business and manufacturing enthusiasm at highest level in decades!,05/10/2017 11:09,36546,157404,193950,0.21654964,0.40214276,0.392792687,0,0,0,135,VP,P,1.32E-01,1.02E-01,1.20E-01,,65791.23824,P,0,,,P,1,,17448.408,47246.72,64695.128,P,0,,P,1,,6.80E-02,1.31E-02,7.96E-02,,,,,,,,
121,it is a disgrace that my full cabinet is still not in place the longest such delay in the history of our country. obstruction by democrats!,08/02/2017 01:04,36410,157210,193620,0.215743786,0.401645873,0.392121993,0,0,0,139,VP,P,7.44E-02,4.40E-02,7.42E-02,,37299.22246,LP,0,,,U,0,,7675.176,29364.9802,37040.1562,LP,0,,U,0,,1.01E-01,2.95E-02,1.07E-01,,,,,,,,
122,maybe the millions of people who voted to make america great again should have their own rally. it would be the biggest of them all!,25/02/2017 12:25,34603,158646,193249,0.205036589,0.40532386,0.391367971,0,0,0,132,VP,P,3.28E-01,2.02E-01,3.24E-01,,162096.2456,VP,1,,,P,1,,34298.808,126894.644,161193.452,VP,1,,P,1,,4.02E-03,9.22E-06,6.61E-03,,,,,,,,
123,the opinion of this so-called judge which essentially takes law-enforcement away from our country is ridiculous and will be overturned!,04/02/2017 13:12,33518,159207,192725,0.198607531,0.406760734,0.390302991,0,0,0,135,VP,P,1.73E-01,8.68E-02,1.81E-01,,85564.47806,P,0,,,P,1,,14887.1472,71063.011,85950.1582,P,0,,P,1,,4.72E-02,1.25E-02,5.10E-02,,,,,,,,
124,i am extremely pleased to see that @cnn has finally been exposed as #fakenews and garbage journalism. it's about time!,01/07/2017 13:12,41262,151428,192690,0.244493823,0.386836599,0.390231857,0,1,1,118,VP,P,3.55E-02,2.46E-02,3.33E-02,,18166.94592,U,0,,,U,0,,4406.1984,13396.3523,17802.5507,U,0,,U,0,,1.26E-01,4.84E-02,1.25E-01,,,,,,,,
125,i spoke with president moon of south korea last night. asked him how rocket man is doing. long gas lines forming in north korea. too bad!,17/09/2017 11:53,44062,148003,192065,0.261084941,0.378064242,0.388961604,0,0,0,137,VP,P,1.21E-01,7.35E-02,1.22E-01,,60322.23355,P,0,,,P,1,,12646.044,48027.582,60673.626,P,0,,P,1,,7.18E-02,3.52E-02,6.56E-02,,,,,,,,
126,i want to applaud the many protestors in boston who are speaking out against bigotry and hate. our country will soon come together as one!,19/08/2017 20:41,33075,158317,191392,0.195982579,0.404481202,0.387593795,0,0,0,138,VP,P,1.75E-01,1.08E-01,1.80E-01,,86597.857,P,0,,,P,1,,18459.432,70672.58,89132.012,P,0,,P,1,,4.52E-02,7.74E-03,5.04E-02,,,,,,,,
127,...nfl attendance and ratings are way down. boring games yes but many stay away because they love our country. league should back u.s.,24/09/2017 11:13,33746,157524,191270,0.199958522,0.402450113,0.387345842,0,0,0,134,VP,P,1.97E-01,1.28E-01,1.95E-01,,97680.05333,VP,1,,,P,1,,21829.512,76529.045,98358.557,VP,1,,P,1,,3.62E-02,5.18E-03,4.30E-02,,,,,,,,
128,mexico has taken advantage of the u.s. for long enough. massive trade deficits little help on the very weak border must change now!,27/01/2017 13:19,30604,160660,191264,0.181340918,0.410482262,0.387333648,0,0,0,131,VP,P,7.23E-02,4.12E-02,8.99E-02,,36272.13786,LP,0,,,U,0,,7203.3648,35494.7469,42698.1117,LP,0,,U,0,,9.92E-02,1.96E-02,1.03E-01,,,,,,,,
129,even usain bolt from jamaica one of the greatest runners and athletes of all time showed respect for our national anthem! ????????,27/09/2017 01:15,43791,146298,190089,0.259479157,0.373697273,0.384945572,1,0,0,130,VP,P,9.45E-02,7.47E-02,8.04E-02,,47159.74486,P,0,,,P,1,,12848.2488,31785.6524,44633.9012,P,0,,P,1,,8.44E-02,3.41E-02,8.60E-02,,,,,,,,
130,north korea is looking for trouble. if china decides to help that would be great. if not we will solve the problem without them! u.s.a.,11/04/2017 12:03,53328,136091,189419,0.31598969,0.347554369,0.383583861,0,0,0,135,VP,P,2.12E-01,1.35E-01,2.15E-01,,104962.4843,VP,1,,,P,1,,23009.04,84337.665,107346.705,VP,1,,P,1,,2.94E-02,3.28E-02,1.76E-02,,,,,,,,
131,do you believe it? the obama administration agreed to take thousands of illegal immigrants from australia. why? i will study this dumb deal!,02/02/2017 03:55,37373,152041,189414,0.221449945,0.388406658,0.383573699,0,0,0,140,VP,P,1.68E-01,1.04E-01,1.69E-01,,83239.99316,P,0,,,P,1,,17785.416,66377.839,84163.255,P,0,,P,1,,4.65E-02,1.38E-02,4.81E-02,,,,,,,,
132,today we remember the men and women who made the ultimate sacrifice in serving. thank you god bless your families god bless the usa!,29/05/2017 12:35,36848,151852,188700,0.218339111,0.387922578,0.382122562,0,0,0,132,VP,P,1.24E-01,6.93E-02,1.27E-01,,61621.93237,P,0,,,P,1,,11938.3272,49979.737,61918.0642,P,0,,P,1,,6.66E-02,2.22E-02,6.81E-02,,,,,,,,
133,"i was recently asked if crooked hillary clinton is going to run in 2020? my answer was ""i hope so!""",16/10/2017 13:12,35092,151922,187014,0.20793411,0.388101867,0.378695928,0,0,0,99,VP,P,1.23E-01,8.81E-02,1.10E-01,,61351.03379,P,0,,,P,1,,15106.2024,43342.41,58448.6124,P,0,,P,1,,6.54E-02,1.44E-02,7.73E-02,,,,,,,,
134,mexico was just ranked the second deadliest country in the world after only syria. drug trade is largely the cause. we will build the wall!,22/06/2017 22:15,43956,143033,186989,0.260456848,0.36533472,0.378645118,0,0,0,139,VP,P,6.84E-02,4.18E-02,6.77E-02,,34340.71381,LP,0,,,U,0,,7304.4672,26827.1787,34131.6459,LP,0,,U,0,,9.63E-02,4.78E-02,8.86E-02,,,,,,,,
